ip, port, unit, register_address, plant_id, device_type, device_id, register_name
"planta-asomada.somenergia.coop",1502,3,0,inverter,34,
"planta-asomada.somenergia.coop",1502,3,1,inverter,34,
"planta-asomada.somenergia.coop",1502,3,2,inverter,34,
"planta-asomada.somenergia.coop",1502,3,3,inverter,34,
"planta-asomada.somenergia.coop",1502,3,4,inverter,34,
"planta-asomada.somenergia.coop",1502,3,5,inverter,34,
"planta-asomada.somenergia.coop",1502,3,6,inverter,34,
"planta-asomada.somenergia.coop",1502,3,7,inverter,34,
"planta-asomada.somenergia.coop",1502,3,8,inverter,34,
"planta-asomada.somenergia.coop",1502,3,9,inverter,34,
"planta-asomada.somenergia.coop",1502,3,10,inverter,34,
"planta-asomada.somenergia.coop",1502,3,11,inverter,34,
"planta-asomada.somenergia.coop",1502,3,12,inverter,34,
"planta-asomada.somenergia.coop",1502,3,13,inverter,34,
"planta-asomada.somenergia.coop",1502,3,14,inverter,34,
"planta-asomada.somenergia.coop",1502,3,15,inverter,34,
"planta-asomada.somenergia.coop",1502,3,16,inverter,34,
"planta-asomada.somenergia.coop",1502,3,17,inverter,34,
"planta-asomada.somenergia.coop",1502,3,18,inverter,34,
"planta-asomada.somenergia.coop",1502,3,19,inverter,34,
"planta-asomada.somenergia.coop",1502,3,20,inverter,34,
"planta-asomada.somenergia.coop",1502,3,21,inverter,34,
"planta-asomada.somenergia.coop",1502,3,22,inverter,34,
"planta-asomada.somenergia.coop",1502,3,23,inverter,34,
"planta-asomada.somenergia.coop",1502,3,24,inverter,34,
"planta-asomada.somenergia.coop",1502,3,25,inverter,34,
"planta-asomada.somenergia.coop",1502,3,26,inverter,34,
"planta-asomada.somenergia.coop",1502,3,27,inverter,34,
"planta-asomada.somenergia.coop",1502,3,28,inverter,34,
"planta-asomada.somenergia.coop",1502,3,29,inverter,34,
"planta-asomada.somenergia.coop",1502,3,30,inverter,34,
"planta-asomada.somenergia.coop",1502,3,31,inverter,34,
"planta-asomada.somenergia.coop",1502,3,32,inverter,34,
"planta-asomada.somenergia.coop",1502,3,33,inverter,34,
"planta-asomada.somenergia.coop",1502,3,34,inverter,34,
"planta-asomada.somenergia.coop",1502,3,35,inverter,34,
"planta-asomada.somenergia.coop",1502,3,36,inverter,34,
"planta-asomada.somenergia.coop",1502,3,37,inverter,34,
"planta-asomada.somenergia.coop",1502,3,38,inverter,34,
"planta-asomada.somenergia.coop",1502,3,39,inverter,34,
"planta-asomada.somenergia.coop",1502,3,40,inverter,34,
"planta-asomada.somenergia.coop",1502,3,41,inverter,34,
"planta-asomada.somenergia.coop",1502,3,42,inverter,34,
"planta-asomada.somenergia.coop",1502,3,43,inverter,34,
"planta-asomada.somenergia.coop",1502,3,44,inverter,34,
"planta-asomada.somenergia.coop",1502,3,45,inverter,34,
"planta-asomada.somenergia.coop",1502,3,46,inverter,34,
"planta-asomada.somenergia.coop",1502,3,47,inverter,34,
"planta-asomada.somenergia.coop",1502,3,48,inverter,34,
"planta-asomada.somenergia.coop",1502,3,49,inverter,34,
"planta-asomada.somenergia.coop",1502,3,50,inverter,34,
"planta-asomada.somenergia.coop",1502,3,51,inverter,34,
"planta-asomada.somenergia.coop",1502,3,52,inverter,34,
"planta-asomada.somenergia.coop",1502,3,53,inverter,34,
"planta-asomada.somenergia.coop",1502,3,151,inverter,34,
"planta-asomada.somenergia.coop",1502,3,152,inverter,34,
"planta-asomada.somenergia.coop",1502,3,153,inverter,34,
"planta-asomada.somenergia.coop",1502,3,154,inverter,34,
"planta-asomada.somenergia.coop",1502,3,155,inverter,34,
"planta-asomada.somenergia.coop",1502,3,156,inverter,34,
"planta-asomada.somenergia.coop",1502,3,157,inverter,34,
"planta-asomada.somenergia.coop",1502,3,158,inverter,34,
"planta-asomada.somenergia.coop",1502,3,159,inverter,34,
"planta-asomada.somenergia.coop",1502,3,160,inverter,34,
"planta-asomada.somenergia.coop",1502,32,54,inverter,34,
"planta-asomada.somenergia.coop",1502,32,55,inverter,34,
"planta-asomada.somenergia.coop",1502,32,56,inverter,34,
"planta-asomada.somenergia.coop",1502,32,57,inverter,34,
"planta-asomada.somenergia.coop",1502,32,58,inverter,34,
"planta-asomada.somenergia.coop",1502,32,59,inverter,34,
"planta-asomada.somenergia.coop",1502,32,60,inverter,34,
"planta-asomada.somenergia.coop",1502,32,61,inverter,34,
"planta-asomada.somenergia.coop",1502,32,62,inverter,34,
"planta-asomada.somenergia.coop",1502,32,63,inverter,34,
"planta-asomada.somenergia.coop",1502,32,64,inverter,34,
"planta-asomada.somenergia.coop",1502,32,65,inverter,34,
"planta-asomada.somenergia.coop",1502,32,66,inverter,34,
"planta-asomada.somenergia.coop",1502,32,67,inverter,34,
"planta-asomada.somenergia.coop",1502,32,68,inverter,34,
"planta-asomada.somenergia.coop",1502,32,69,inverter,34,
"planta-asomada.somenergia.coop",1502,32,70,inverter,34,
"planta-asomada.somenergia.coop",1502,33,54,inverter,34,
"planta-asomada.somenergia.coop",1502,33,55,inverter,34,
"planta-asomada.somenergia.coop",1502,33,56,inverter,34,
"planta-asomada.somenergia.coop",1502,33,57,inverter,34,
"planta-asomada.somenergia.coop",1502,33,58,inverter,34,
"planta-asomada.somenergia.coop",1502,33,59,inverter,34,
"planta-asomada.somenergia.coop",1502,33,60,inverter,34,
"planta-asomada.somenergia.coop",1502,33,61,inverter,34,
"planta-asomada.somenergia.coop",1502,33,62,inverter,34,
"planta-asomada.somenergia.coop",1502,33,63,inverter,34,
"planta-asomada.somenergia.coop",1502,33,64,inverter,34,
"planta-asomada.somenergia.coop",1502,33,65,inverter,34,
"planta-asomada.somenergia.coop",1502,33,66,inverter,34,
"planta-asomada.somenergia.coop",1502,33,67,inverter,34,
"planta-asomada.somenergia.coop",1502,33,68,inverter,34,
"planta-asomada.somenergia.coop",1502,33,69,inverter,34,
"planta-asomada.somenergia.coop",1502,33,70,inverter,34,
